<<<<<<< HEAD
Mean_HU,Median_HU,Min_HU,Max_HU,Q1_HU,Q3_HU,Volume,Normalized_Signal
0.8843627639155477,0.9600000000000009,0.0,1.7200000000000024,0.5600000000000023,1.1600000000000001,1302.5,0.0006789733312211498
0.42461996161228466,0.4400000000000013,0.0,1.1000000000000014,0.3200000000000003,0.5600000000000023,1302.5,0.00032600380929925885
0.3165834932821502,0.3200000000000003,0.0,0.740000000000002,0.21999999999999886,0.4200000000000017,1302.5,0.00024305834417055676
0.12476967370441504,0.120000000000001,0.0,0.4400000000000013,0.03999999999999915,0.1999999999999993,1302.5,9.579245581912862e-05
=======
Mean_HU,Median_HU,Min_HU,Max_HU,Q1_HU,Q3_HU,Volume,Normalized_Signal
0.8843627639155477,0.9600000000000009,0.0,1.7200000000000024,0.5600000000000023,1.1600000000000001,1302.5,0.0006789733312211498
0.42461996161228466,0.4400000000000013,0.0,1.1000000000000014,0.3200000000000003,0.5600000000000023,1302.5,0.00032600380929925885
0.3165834932821502,0.3200000000000003,0.0,0.740000000000002,0.21999999999999886,0.4200000000000017,1302.5,0.00024305834417055676
0.12476967370441504,0.120000000000001,0.0,0.4400000000000013,0.03999999999999915,0.1999999999999993,1302.5,9.579245581912862e-05
>>>>>>> 77a3982bf0902d3f28a8584daad61788e60cc341
